Country Name,Country Code,Indicator Name,Indicator Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Argentina,ARG,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,0,0,,,,0.67,1.18,1.25,1.45,2.36,2.88,2.35,2.28,2.55,2.93,4.9,5.59,4.85,3.16,2.27,1.91,1.77,1.43,1.49,0.97,0.83,0.77,0.95,0.97,
Argentina,ARG,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,0,0.22,,,,1.23,1.96,2.21,2.22,3.78,4.33,3.84,4.02,4.27,5.13,7.92,11.21,8.55,6.04,4.57,3.59,3.17,2.73,2.67,1.87,1.45,1.48,1.6,1.73,
Argentina,ARG,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,0,0,,,,1.1,2.05,2.42,2.28,4.11,4.63,4.14,4.59,4.78,5.7,9.42,13.99,9.79,7.09,5.37,4.12,3.49,2.97,3.05,2.05,1.53,1.63,1.75,1.71,
Argentina,ARG,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,0,2.22,,,,3.91,4.48,5.16,5.39,8.23,8.98,8.48,9.77,10.15,12.12,17.05,25.4,19.14,14.59,11.36,8.7,7.13,6.79,6.41,4.99,3.6,3.69,3.63,4.28,
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,,,,,6.95,
Argentina,ARG,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,,,,19.28,
Argentina,ARG,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,40.2,33.8,26.9,20.6,15.3,13.2,9.9,6.5,5.4,4.7,,
Argentina,ARG,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,32.3,47.3,33.7,21.5,17.8,16.8,19,24.8,27.9,26,25.9,26.7,28.9,38.3,57.5,47.8,40.2,33.8,26.9,20.6,15.3,13.2,9.9,6.5,5.4,4.7,,
Armenia,ARM,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6909,
Armenia,ARM,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.642,
Armenia,ARM,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,44.42,,,36.22,,35.36,34.78,33.03,37.51,35.99,32.49,29.83,30.71,29.58,31.07,31.32,30.48,31.54,31.48,
Armenia,ARM,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,20.63,,,21.24,,20.86,20.82,20.79,20.19,20.22,21.19,22.11,21.98,22.05,21.38,21.56,22.04,21.99,21.97,
Armenia,ARM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,35.22,,,29.63,,29.1,29,28.2,31.69,30.78,27.47,24.28,25.27,24.37,26.21,26.13,24.86,25.56,25.74,
Armenia,ARM,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,50.6,,,44.18,,43.91,43.51,42.16,45.77,44.68,41.4,38.87,39.71,38.91,40.31,40.39,39.38,40.25,40.05,
Armenia,ARM,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,2.3,,,3.04,,3.19,3.34,3.68,3.08,3.33,3.57,3.67,3.75,3.87,3.82,3.72,3.7,3.53,3.52,
Armenia,ARM,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,5.54,,,7.56,,7.73,8.05,8.66,7.59,8.05,8.53,8.73,8.88,9.11,8.94,8.77,8.72,8.48,8.45,
Armenia,ARM,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,9.38,,,11.59,,11.89,12.03,12.44,11.48,11.82,12.61,13.15,12.76,13.11,12.79,12.83,12.89,12.63,12.66,
Armenia,ARM,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,13.87,,,15.43,,15.63,15.59,15.94,14.99,15.23,16.28,17.14,16.66,16.83,16.58,16.45,16.96,16.64,16.87,
Armenia,ARM,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,0.56743,,,0.521592,,0.591498,0.45933,0.345344,0.240279,0.133945,0.099,0.106743,0.044402,0.047223,0.075184,0.08019,0.051852,0.072956,0.069531,
Armenia,ARM,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,,,,1.281314,,,1.545618,,1.624554,1.508225,1.382592,1.028079,0.74347,0.6012,0.655408,0.385016,0.485595,0.64084,0.565191,0.51852,0.507403,0.440062,
Armenia,ARM,"Population, total",SP.POP.TOTL,2766495,2825650,2882831,2938181,2991954,3044564,3096298,3145885,3192877,3239212,3287588,3339147,3396511,3457054,3510439,3542720,3544695,3511912,3449497,3369673,3289943,3223173,3173425,3137652,3112958,3093820,3076098,3060036,3047249,3036420,3025982,3014917,3002161,2988117,2975029,2966108,2963496,2967984,2978339,2992192,,3017712
Armenia,ARM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,4.82,,,4.07,,4.45,3.23,2.03,1.81,0.91,0.57,0.67,0.32,0.27,0.41,0.42,0.33,0.56,0.41,
Armenia,ARM,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,,,,14.37,,,15.83,,16.84,14.55,12.1,8.82,5.51,4.42,4.88,2.48,3.18,4.31,3.97,3.52,3.67,3.06,
Armenia,ARM,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,7.8,8.1,7.9,5.6,5.9,4.5,
Armenia,ARM,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,7.8,8.1,7.9,5.6,5.9,4.5,
Armenia,ARM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,17.9,,,16.88,,19.33,15.06,11.36,7.93,4.45,3.3,3.57,1.49,1.59,2.54,2.7,1.74,2.44,2.31,
Armenia,ARM,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,,,,40.42,,,50.02,,53.09,49.45,45.48,33.93,24.7,20.04,21.92,12.92,16.35,21.65,19.03,17.4,16.97,14.62,
Armenia,ARM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,,,,,,,27.6,34.1,35.8,35,32.4,32,30,
Armenia,ARM,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,,,,,,,27.6,34.1,35.8,35,32.4,32,30,
Armenia,ARM,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,7.3,4.6,6.9,5.1,5.3,4.5,
Armenia,ARM,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,7.3,4.6,6.9,5.1,5.3,4.5,
Armenia,ARM,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,27.5,34.9,36,34.5,32.1,31.7,29.9,
Armenia,ARM,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,27.5,34.9,36,34.5,32.1,31.7,29.9,
Armenia,ARM,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,3.31,
Armenia,ARM,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,,,6.25,
Armenia,ARM,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,8,8.4,8.4,5.9,6.3,4.5,
Armenia,ARM,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,8,8.4,8.4,5.9,6.3,4.5,
Armenia,ARM,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,,,,,,27.6,33.7,35.7,35.2,32.5,32.2,30,
Armenia,ARM,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,,,,,,27.6,33.7,35.7,35.2,32.5,32.2,30,
Australia,AUS,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,31.33,,,,32.5,,,,33.15,,,,,,33.72,,,,,,34.14,,34.01,,,,,35.63,,34.94,,,,,
Australia,AUS,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,23.37,,,,23.05,,,,23.17,,,,,,23.1,,,,,,23.24,,23.21,,,,,22.52,,22.79,,,,,
Australia,AUS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,23.33,,,,24.29,,,,24.7,,,,,,24.87,,,,,,25.24,,25.23,,,,,27.47,,26.53,,,,,
Australia,AUS,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,39.17,,,,40.25,,,,40.59,,,,,,40.78,,,,,,41.15,,41.11,,,,,42.83,,42.16,,,,,
Australia,AUS,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,2.78,,,,2.71,,,,2.63,,,,,,2.09,,,,,,2.31,,2.39,,,,,2.67,,2.58,,,,,
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,7.67,,,,7.47,,,,7.26,,,,,,6.8,,,,,,6.94,,7.03,,,,,7.09,,7.09,,,,,
Australia,AUS,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,12.91,,,,12.6,,,,12.37,,,,,,12.55,,,,,,12.17,,12.15,,,,,11.61,,11.83,,,,,
Australia,AUS,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,16.89,,,,16.62,,,,16.62,,,,,,16.78,,,,,,16.51,,16.5,,,,,15.94,,16.14,,,,,
Australia,AUS,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Population, total",SP.POP.TOTL,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22728254,23117353,,23781169
Australia,AUS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3749,,,
Austria,AUT,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3934,,,
Austria,AUT,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.87,28.72,29.59,30.58,30.45,31.5,30.25,30.8,30.48,,,
Austria,AUT,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,22.78,22.58,22.86,22.59,22.61,22.89,23.03,23.01,,,
Austria,AUT,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.86,22.85,23.71,23.85,24.11,24.68,23.57,23.69,23.45,,,
Austria,AUT,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55,37.54,38.29,38.69,38.61,39.34,38.4,38.68,38.41,,,
Austria,AUT,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,3.49,3.4,3.05,3,2.82,3.08,2.92,2.84,,,
Austria,AUT,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49,8.76,8.58,7.98,7.98,7.67,8.04,7.83,7.78,,,
Austria,AUT,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,13.44,13.33,13.15,13.3,13.03,13.21,13.07,13.29,,,
Austria,AUT,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24,17.48,17.2,17.32,17.51,17.35,17.47,17.38,17.5,,,
Austria,AUT,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Population, total",SP.POP.TOTL,7599038,7578903,7565525,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479375,,8611088
Austria,AUT,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,,,,,28.31,,,
Austria,AUT,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68,,,,,53.73,,,
Austria,AUT,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,34.65,,,,,,36.45,17.36,18.81,16.23,16.64,,,31.79,,,,,,,
Azerbaijan,AZE,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,22.51,,,,,,21.23,21.74,22.16,21.58,21.51,,,22,,,,,,,
Azerbaijan,AZE,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,26.77,,,,,,29.51,17.59,17.96,17.14,17.41,,,25.74,,,,,,,
Azerbaijan,AZE,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,42.01,,,,,,44.5,30.33,31.02,29.71,30.19,,,40.45,,,,,,,
Azerbaijan,AZE,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,2.69,,,,,,3.06,5.77,5.41,6.07,6.1,,,3.45,,,,,,,
Azerbaijan,AZE,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,7.07,,,,,,7.43,12.86,12.2,13.32,13.37,,,8.42,,,,,,,
Azerbaijan,AZE,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,12.04,,,,,,11.53,16.28,15.89,16.58,16.4,,,12.63,,,,,,,
Azerbaijan,AZE,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,16.37,,,,,,15.31,18.77,18.72,18.82,18.51,,,16.51,,,,,,,
Azerbaijan,AZE,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,0.562908,,,,,,0.219781,0,0,0,0,,,0.042924,,,,,,,
Azerbaijan,AZE,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,,,1.905582,,,,,,1.323552,0.019608,0.028805,0,0,,,0.219876,,,,,,,
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,5596160,5693796,5789050,5882395,5975045,6068531,6163990,6261942,6362289,6464775,6568857,6674107,6779970,6886428,6994139,7104058,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,,9651349
Azerbaijan,AZE,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,0.47,0,0,0,0,,,0.16,,,,,,,
Azerbaijan,AZE,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,,,7.42,,,,,,3.68,0.02,0.03,0,0,,,0.6,,,,,,,
Azerbaijan,AZE,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Azerbaijan,AZE,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Azerbaijan,AZE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,7.32,,,,,,2.71,0,0,0,0,,,0.49,,,,,,,
Azerbaijan,AZE,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,,,24.78,,,,,,16.32,0.24,0.35,0,0,,,2.51,,,,,,,
Azerbaijan,AZE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,,,,,,15.8,13.2,10.9,9.1,7.6,6,,,
